Corian Whitecap;cor058;Corian_Whitecap;2;3
Corian Antarctica;cor059;Corian_antarctica;2;3
Corian Savannah;cor060;Savannah;3;4
Corian Fossil;cor061;Corian_Fossil;3;3
Corian Beige Fieldstone;cor062;Corian_Beige_Fieldstone;3;3
Corian Sahara;cor063;Sahara;3;4
Corian Cocoa Brown;cor064;CocoaBrown;8;3
Corian Silver Birch;cor065;SilverBirch;4;4
Corian Platinum;cor066;Corian_Platinum;4;4
Corian Gravel;cor067;gravel;9;4
