GRISE;MT-001;mt-001;4;5
ÿDUOMO;MT-003;mt-003;8;4
ATLANTIC ICE;TS-101;ts-101;3;3
RACOON;TS-108;ts-108;8;5
WHINSTONE;TS-109;ts-109;8;3
IRIS;TS-111;ts-111;2;2
DAISY;TS-112;ts-112;3;2
CROMIUM;TS-113;ts-113;8;3
CINNAMON;TS-114;ts-114;8;3
LATONA;TS-116;ts-116;4;3
RED AMBER;TS-119;ts-119;3;3
ADONIS;TS-120;ts-120;8;4
ASH;TS-121;ts-121;4;2
FLORENCE;TS-201;ts-201;9;5
ÿAPPOPLO;TS-202;ts-202;9;5
