Spica ;T024;to-24;2;2
Nebula ;T010;to-10;2;2
New Moon;T019;to-19;4;2
Venus;T011;to-11;4;2
Andromeda ;T017;to-17;4;2
Carina ;T018;to-18;4;2
Capella ;T025;to-25;4;3
Rigel ;T026;to-26;4;4
Uranus ;T002;to-02;8;3
Hercules ;T020;to-20;4;2
Black Hole ;T001;to-01;9;2
Saturn ;T004;to-04;;8
Jupiter ;T008;to-08;8;4
