Ice Queen ;W001;w-001;2;2
Shadow Queen ;W003;w-003;4;3
Star Queen;W004;w-004;9;4
Pistachio ;W005;w-005;3;3
Macadamia ;W006;w-006;4;3
Lentil ;W007;w-007;3;3
Acorn ;W008;w-008;8;3
Marron ;W009;w-009;8;3
Red Quinoa ;W010;w-010;8;4
