Staron Quarry Oyster;TO310;Oyster-TO310;3;4
Staron Quarry Starred;QS287;Quarry Starred-QS287;4;3
Staron Quarry Minette;QM289;Quarry Minette-QM289;4;4
Staron Quarry Earthen Bark;QL257;Earthen_Bark-QL257;8;4
Staron Quarry Esker;QE240;нет;3;4
